ST	penA	mtrR	porB	ponA	gyrA	parC	23S
3110	22.001	9	1	100	100	1	100
3111	22.001	25	3	100	100	1	100
3112	22.001	5	100	100	100	1	100
3113	22.001	161	100	100	22	2	100
3114	22.001	19	1	1	100	2	100
3115	22.001	19	2	1	100	2	100
3116	22.001	19	3	1	100	2	100
3117	22.001	19	4	1	100	2	100
3118	22.001	9	1	100	100	2	100
3119	22.001	11	1	100	100	2	100
3120	22.001	21	1	100	100	2	100
3121	22.001	161	1	100	100	2	100
3122	22.001	11	3	100	100	2	100
3123	22.001	161	3	100	100	2	100
3124	22.001	161	8	100	100	2	100
3125	22.001	11	35	100	100	2	100
3126	22.001	15	100	100	100	2	100
3127	22.001	161	100	100	100	2	100
3128	22.001	1	1	1	1	3	100
3129	22.001	1	11	1	1	3	100
3130	22.001	10	100	100	1	3	100
3131	22.001	25	1	100	100	7	100
3132	22.001	25	3	100	100	7	100
3133	22.001	25	13	100	100	7	100
3134	22.001	15	1	100	100	57	100
3135	22.001	15	3	100	100	57	100
3136	22.001	25	3	100	100	100	100
3137	22.01	35	100	1	100	7	100
3138	34.001	25	1	1	100	2	100
3139	34.001	58	100	1	1	3	100
3140	34.001	130	1	100	1	3	100
3141	34.001	130	100	100	1	3	100
3142	34.002	19	8	1	7	9	100
3143	34.006	40	1	2	7	4	100
3144	34.006	40	1	100	7	4	100
3145	34.006	15	3	100	7	4	100
3146	34.006	40	100	100	7	4	100
3147	34.006	36	3	1	7	6	100
3148	34.015	89	13	100	7	4	100
3149	43.002	122	13	100	7	6	100
3150	44.001	36	8	1	1	24	2
3151	44.001	16	10	1	1	10	5
3152	44.001	122	14	1	7	3	100
3153	44.001	16	10	1	1	4	100
3154	44.001	16	6	1	1	10	100
3155	44.001	16	13	1	1	10	100
3156	44.001	16	14	1	1	10	100
3157	44.001	16	35	1	1	10	100
3158	44.001	54	100	1	1	10	100
3159	44.001	16	10	1	100	10	100
3160	44.001	18	100	1	100	10	100
3161	44.001	16	1	1	1	45	100
3162	44.001	161	1	1	1	45	100
3163	45.001	8	3	1	6	1	100
3164	45.001	8	1	100	6	1	100
3165	45.001	8	3	100	6	1	100
3166	45.001	15	100	100	6	1	100
3167	45.001	11	100	100	100	2	100
3168	45.001	15	3	100	6	7	100
3169	45.001	11	100	100	6	7	100
3170	45.001	9	1	100	100	100	100
3171	63.001	1	1	1	100	2	100
3172	63.001	9	1	100	100	100	100
3173	66.001	1	100	1	100	2	100
3174	68.001	19	6	1	100	2	100
3175	68.001	19	14	1	100	2	100
3176	69.001	54	100	100	7	20	100
3177	90.001	104	100	100	100	7	100
